"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"4","42.344160999998685","13.397799999998533","4","458"
"4","42.344160999998685","13.397799999998533","5","458"
"4","42.345735999998695","13.397401999998532","6","636"
"4","42.345735999998695","13.397401999998532","7","636"
"4","42.3480919999987","13.398663999998536","8","917"
"4","42.3480919999987","13.398663999998536","9","917"
"4","42.34987599999872","13.402967999998559","10","1323"
"4","42.34987599999872","13.402967999998559","11","1323"
"4","42.353800999998704","13.401799999998556","12","1770"
"4","42.353800999998704","13.401799999998556","13","1770"
"4","42.35533099999871","13.403879999998562","14","2011"
"4","42.35533099999871","13.403879999998562","15","2011"
"4","42.35388099999873","13.407199999998577","16","2329"
"4","42.35388099999873","13.407199999998577","17","2329"
"4","42.352380999998736","13.406869999998579","18","2497"
"4","42.352380999998736","13.406869999998579","19","2497"
"4","42.350030999998744","13.406029999998573","20","2768"
"4","42.350030999998744","13.406029999998573","21","2768"
"4","42.34793099999874","13.404769999998566","22","3023"
"4","42.34793099999874","13.404769999998566","23","3023"
"4","42.34672099999872","13.402679999998558","24","3241"
"4","42.34672099999872","13.402679999998558","25","3241"
"4","42.3446209999987","13.40114999999855","26","3506"
"5","42.344400999998705","13.401299999998551","1","0"
"5","42.34360099999872","13.401879999998554","2","101"
"5","42.34360099999872","13.401879999998554","3","101"
"5","42.344160999998685","13.397799999998533","4","443"
"5","42.344160999998685","13.397799999998533","5","443"
"5","42.345735999998695","13.397401999998532","6","621"
"5","42.345735999998695","13.397401999998532","7","621"
"5","42.34646699999869","13.396159999998524","8","751"
"5","42.34646699999869","13.396159999998524","9","751"
"5","42.347247999998665","13.394289999998518","10","928"
"5","42.347247999998665","13.394289999998518","11","928"
"5","42.349807999998674","13.392443999998509","12","1251"
"5","42.349807999998674","13.392443999998509","13","1251"
"5","42.351730999998665","13.390899999998501","14","1499"
"5","42.351730999998665","13.390899999998501","15","1499"
"5","42.35541099999865","13.389079999998492","16","1935"
"5","42.35541099999865","13.389079999998492","17","1935"
"5","42.3597209999986","13.38054999999845","18","2785"
"5","42.3597209999986","13.38054999999845","19","2785"
"5","42.36088069062876","13.377353846895051","20","3078"
"5","42.36088069062876","13.377353846895051","21","3078"
"5","42.361764565538806","13.374757448519606","22","3314"
"5","42.361764565538806","13.374757448519606","23","3314"
"5","42.35967099999856","13.370879999998403","24","3709"
"5","42.35967099999856","13.370879999998403","25","3709"
"5","42.35944099999855","13.369489999998397","26","3826"
"5","42.35944099999855","13.369489999998397","27","3826"
"5","42.357860999998515","13.364629999998373","28","4263"
"5","42.357860999998515","13.364629999998373","29","4263"
"5","42.36020099999848","13.356729999998333","30","4964"
"5","42.36020099999848","13.356729999998333","31","4964"
"5","42.35848099999845","13.351309999998302","32","5450"
"5","42.35848099999845","13.351309999998302","33","5450"
"5","42.35204999999844","13.348949999998288","34","6190"
"5","42.35204999999844","13.348949999998288","35","6190"
"5","42.349658999998425","13.347645999998283","36","6477"
"6","42.34447099999871","13.40110999999855","1","0"
"6","42.34605099999875","13.410799999998595","2","818"
"6","42.34605099999875","13.410799999998595","3","818"
"6","42.35148099999877","13.4119799999986","4","1428"
"6","42.35148099999877","13.4119799999986","5","1428"
"6","42.352280999998776","13.413539999998608","6","1585"
"6","42.352280999998776","13.413539999998608","7","1585"
"6","42.35163099999879","13.417779999998626","8","1941"
"6","42.35163099999879","13.417779999998626","9","1941"
"6","42.35303099999879","13.418199999998631","10","2101"
"6","42.35303099999879","13.418199999998631","11","2101"
"6","42.35506099999878","13.415759999998619","12","2403"
"6","42.35506099999878","13.415759999998619","13","2403"
"6","42.35692099999878","13.41565999999862","14","2610"
"6","42.35692099999878","13.41565999999862","15","2610"
"6","42.35862099999877","13.41370999999861","16","2858"
"6","42.35862099999877","13.41370999999861","17","2858"
"6","42.35926099999877","13.412799999998606","18","2961"
"6","42.35926099999877","13.412799999998606","19","2961"
"6","42.36096099999876","13.413529999998607","20","3159"
"6","42.36096099999876","13.413529999998607","21","3159"
"6","42.36090099999876","13.411399999998599","22","3335"
"6","42.36090099999876","13.411399999998599","23","3335"
"6","42.36033099999874","13.408809999998587","24","3557"
"6","42.36033099999874","13.408809999998587","25","3557"
"6","42.361130999998736","13.407509999998583","26","3696"
"6","42.361130999998736","13.407509999998583","27","3696"
"6","42.36105099999875","13.406009999998576","28","3820"
"6","42.36105099999875","13.406009999998576","29","3820"
"6","42.36233099999872","13.40497999999857","30","3986"
"6","42.36233099999872","13.40497999999857","31","3986"
"6","42.36265099999871","13.400039999998548","32","4394"
"6","42.36265099999871","13.400039999998548","33","4394"
"6","42.36278099999868","13.39605999999853","34","4723"
"6","42.36278099999868","13.39605999999853","35","4723"
"6","42.364100999998655","13.392529999998512","36","5048"
"6","42.364100999998655","13.392529999998512","37","5048"
"6","42.363760999998654","13.390799999998505","38","5196"
"6","42.363760999998654","13.390799999998505","39","5196"
"6","42.36460099999863","13.385859999998477","40","5613"
"6","42.36460099999863","13.385859999998477","41","5613"
"6","42.364090999998616","13.38410999999847","42","5768"
"6","42.364090999998616","13.38410999999847","43","5768"
"6","42.36412099999862","13.382629999998464","44","5890"
"6","42.36412099999862","13.382629999998464","45","5890"
"6","42.36559099999859","13.378669999998444","46","6255"
"6","42.36559099999859","13.378669999998444","47","6255"
"6","42.36627099999858","13.37462999999842","48","6596"
"6","42.36627099999858","13.37462999999842","49","6596"
"6","42.36608099999855","13.371399999998406","50","6863"
"6","42.36608099999855","13.371399999998406","51","6863"
"6","42.36576099999854","13.369449999998398","52","7027"
"6","42.36576099999854","13.369449999998398","53","7027"
"6","42.36663099999854","13.36760999999839","54","7207"
"6","42.36663099999854","13.36760999999839","55","7207"
"6","42.368150999998555","13.369429999998397","56","7433"
"6","42.368150999998555","13.369429999998397","57","7433"
"6","42.36970099999855","13.369669999998395","58","7606"
"6","42.36970099999855","13.369669999998395","59","7606"
"6","42.370620999998536","13.366779999998382","60","7865"
"6","42.370620999998536","13.366779999998382","61","7865"
"6","42.371480999998525","13.363479999998365","62","8154"
"6","42.371480999998525","13.363479999998365","63","8154"
"6","42.369700999998486","13.35854999999834","64","8605"
"6","42.369700999998486","13.35854999999834","65","8605"
"6","42.36856099999847","13.359009999998342","66","8737"
"6","42.36856099999847","13.359009999998342","67","8737"
"6","42.365790999998524","13.36387999999837","68","9243"
"6","42.365790999998524","13.36387999999837","69","9243"
"6","42.36443899999851","13.364775999998374","70","9410"
"6","42.36443899999851","13.364775999998374","71","9410"
"6","42.36468299999851","13.363223999998365","72","9541"
"6","42.36468299999851","13.363223999998365","73","9541"
"6","42.365765999998494","13.361085999998354","74","9754"
"6","42.365765999998494","13.361085999998354","75","9754"
"6","42.36780099999845","13.352459999998308","76","10500"
"6","42.36780099999845","13.352459999998308","77","10500"
"6","42.36770099999842","13.347869999998284","78","10878"
"6","42.36770099999842","13.347869999998284","79","10878"
"6","42.36631099999841","13.345769999998272","80","11110"
"6","42.36631099999841","13.345769999998272","81","11110"
"6","42.36458099999842","13.347349999998283","82","11342"
"6","42.36458099999842","13.347349999998283","83","11342"
"6","42.36256099999844","13.350729999998299","84","11700"
"6","42.36256099999844","13.350729999998299","85","11700"
"6","42.36036099999845","13.351709999998306","86","11957"
"6","42.36036099999845","13.351709999998306","87","11957"
"6","42.35848099999845","13.351309999998302","88","12168"
"6","42.35848099999845","13.351309999998302","89","12168"
"6","42.35204999999844","13.348949999998288","90","12909"
"7","42.35146099999863","13.385019999998475","1","0"
"7","42.35218099999863","13.384959999998474","2","80"
"7","42.35218099999863","13.384959999998474","3","80"
"7","42.35451099999865","13.386849999998484","4","382"
"7","42.35451099999865","13.386849999998484","5","382"
"7","42.356610999998665","13.391549999998505","6","834"
"7","42.356610999998665","13.391549999998505","7","834"
"7","42.35651099999869","13.396199999998528","8","1217"
"7","42.35651099999869","13.396199999998528","9","1217"
"7","42.356980999998704","13.40127999999855","10","1639"
"7","42.356980999998704","13.40127999999855","11","1639"
"7","42.35750099999871","13.404029999998565","12","1873"
"7","42.35750099999871","13.404029999998565","13","1873"
"7","42.35510099999873","13.40733999999858","14","2254"
"7","42.35510099999873","13.40733999999858","15","2254"
"7","42.35117099999875","13.4112499999986","16","2797"
"7","42.35117099999875","13.4112499999986","17","2797"
"7","42.346480999998754","13.410689999998594","18","3320"
"7","42.346480999998754","13.410689999998594","19","3320"
"7","42.3446209999987","13.40114999999855","20","4133"
"8","42.34447099999871","13.40110999999855","1","0"
"8","42.34605099999875","13.410799999998595","2","818"
"8","42.34605099999875","13.410799999998595","3","818"
"8","42.35148099999877","13.4119799999986","4","1428"
"8","42.35148099999877","13.4119799999986","5","1428"
"8","42.355180999998744","13.40741999999858","6","1985"
"8","42.355180999998744","13.40741999999858","7","1985"
"8","42.35753099999872","13.403879999998562","8","2377"
"8","42.35753099999872","13.403879999998562","9","2377"
"8","42.3570109999987","13.39877999999854","10","2801"
"8","42.3570109999987","13.39877999999854","11","2801"
"8","42.35669099999868","13.395059999998525","12","3109"
"8","42.35669099999868","13.395059999998525","13","3109"
"8","42.35706099999867","13.3904099999985","14","3495"
"8","42.35706099999867","13.3904099999985","15","3495"
"8","42.358360999998645","13.386429999998482","16","3853"
"8","42.358360999998645","13.386429999998482","17","3853"
"8","42.36115099999865","13.386929999998483","18","4166"
"8","42.36115099999865","13.386929999998483","19","4166"
"8","42.36256099999862","13.385409999998478","20","4366"
"8","42.36256099999862","13.385409999998478","21","4366"
"8","42.36296099999861","13.383009999998464","22","4569"
"8","42.36296099999861","13.383009999998464","23","4569"
"8","42.361300999998605","13.380569999998453","24","4842"
"8","42.361300999998605","13.380569999998453","25","4842"
"8","42.36088069062876","13.377353846895051","26","5111"
"8","42.36088069062876","13.377353846895051","27","5111"
"8","42.361764565538806","13.374757448519606","28","5346"
"8","42.361764565538806","13.374757448519606","29","5346"
"8","42.364400999998544","13.367469999998386","30","6014"
"8","42.364400999998544","13.367469999998386","31","6014"
"8","42.36665099999851","13.362789999998363","32","6473"
"8","42.36665099999851","13.362789999998363","33","6473"
"8","42.3684509999985","13.359369999998348","34","6819"
"8","42.3684509999985","13.359369999998348","35","6819"
"8","42.36780099999845","13.352459999998308","36","7393"
"8","42.36780099999845","13.352459999998308","37","7393"
"8","42.36770099999842","13.347869999998284","38","7771"
"8","42.36770099999842","13.347869999998284","39","7771"
"8","42.36631099999841","13.345769999998272","40","8003"
"8","42.36631099999841","13.345769999998272","41","8003"
"8","42.36458099999842","13.347349999998283","42","8235"
"8","42.36458099999842","13.347349999998283","43","8235"
"8","42.36256099999844","13.350729999998299","44","8592"
"8","42.36256099999844","13.350729999998299","45","8592"
"8","42.36036099999845","13.351709999998306","46","8850"
"8","42.36036099999845","13.351709999998306","47","8850"
"8","42.35848099999845","13.351309999998302","48","9061"
"8","42.35848099999845","13.351309999998302","49","9061"
"8","42.35204999999844","13.348949999998288","50","9801"
"8","42.35204999999844","13.348949999998288","51","9801"
"8","42.351340999998435","13.346889999998279","52","9989"
"8","42.351340999998435","13.346889999998279","53","9989"
"8","42.35309999999838","13.340479999998243","54","10552"
"8","42.35309999999838","13.340479999998243","55","10552"
"8","42.35243099999838","13.339929999998242","56","10639"
"8","42.35243099999838","13.339929999998242","57","10639"
"8","42.35143099999841","13.342949999998256","58","10911"
"8","42.35143099999841","13.342949999998256","59","10911"
"8","42.35039999999842","13.347159999998281","60","11277"
"8","42.35039999999842","13.347159999998281","61","11277"
"8","42.349658999998425","13.347645999998283","62","11368"
"9","42.349658999998425","13.347645999998283","1","0"
"9","42.349450999998446","13.351159999998298","2","290"
"9","42.349450999998446","13.351159999998298","3","290"
"9","42.34925999999847","13.35485999999832","4","596"
"9","42.34925999999847","13.35485999999832","5","596"
"9","42.34963099999843","13.350739999998298","6","938"
"9","42.34963099999843","13.350739999998298","7","938"
"9","42.35252999999844","13.34920999999829","8","1284"
"9","42.35252999999844","13.34920999999829","9","1284"
"9","42.35842694465081","13.351599306250659","10","1968"
"9","42.35842694465081","13.351599306250659","11","1968"
"9","42.360250999998456","13.351899999998306","12","2172"
"9","42.360250999998456","13.351899999998306","13","2172"
"9","42.36243099999844","13.3508999999983","14","2428"
"9","42.36243099999844","13.3508999999983","15","2428"
"9","42.364830999998425","13.34707999999828","16","2840"
"9","42.364830999998425","13.34707999999828","17","2840"
"9","42.36645099999841","13.345949999998274","18","3043"
"9","42.36645099999841","13.345949999998274","19","3043"
"9","42.36746099999843","13.347299999998281","20","3201"
"9","42.36746099999843","13.347299999998281","21","3201"
"9","42.36760099999845","13.352009999998305","22","3589"
"9","42.36760099999845","13.352009999998305","23","3589"
"9","42.36856099999847","13.359009999998342","24","4175"
"9","42.36856099999847","13.359009999998342","25","4175"
"9","42.365790999998524","13.36387999999837","26","4681"
"9","42.365790999998524","13.36387999999837","27","4681"
"9","42.364080999998535","13.367779999998387","28","5054"
"9","42.364080999998535","13.367779999998387","29","5054"
"9","42.36145099999858","13.375429999998426","30","5749"
"9","42.36145099999858","13.375429999998426","31","5749"
"9","42.36091099999859","13.377029999998435","32","5894"
"9","42.36091099999859","13.377029999998435","33","5894"
"9","42.35916099999862","13.38142999999846","34","6305"
"9","42.35916099999862","13.38142999999846","35","6305"
"9","42.356900999998636","13.38632999999848","36","6780"
"9","42.356900999998636","13.38632999999848","37","6780"
"9","42.356610999998665","13.391549999998505","38","7212"
"9","42.356610999998665","13.391549999998505","39","7212"
"9","42.35651099999869","13.396199999998528","40","7595"
"9","42.35651099999869","13.396199999998528","41","7595"
"9","42.356980999998704","13.40127999999855","42","8017"
"9","42.356980999998704","13.40127999999855","43","8017"
"9","42.35750099999871","13.404029999998565","44","8250"
"9","42.35750099999871","13.404029999998565","45","8250"
"9","42.35510099999873","13.40733999999858","46","8632"
"9","42.35510099999873","13.40733999999858","47","8632"
"9","42.35117099999875","13.4112499999986","48","9174"
"9","42.35117099999875","13.4112499999986","49","9174"
"9","42.346480999998754","13.410689999998594","50","9697"
"9","42.346480999998754","13.410689999998594","51","9697"
"9","42.3446209999987","13.40114999999855","52","10510"
"10","42.34447099999871","13.40110999999855","1","0"
"10","42.34605099999875","13.410799999998595","2","818"
"10","42.34605099999875","13.410799999998595","3","818"
"10","42.35148099999877","13.4119799999986","4","1428"
"10","42.35148099999877","13.4119799999986","5","1428"
"10","42.355180999998744","13.40741999999858","6","1985"
"10","42.355180999998744","13.40741999999858","7","1985"
"10","42.35753099999872","13.403879999998562","8","2377"
"10","42.35753099999872","13.403879999998562","9","2377"
"10","42.3570109999987","13.39877999999854","10","2801"
"10","42.3570109999987","13.39877999999854","11","2801"
"10","42.35669099999868","13.395059999998525","12","3109"
"10","42.35669099999868","13.395059999998525","13","3109"
"10","42.35706099999867","13.3904099999985","14","3495"
"10","42.35706099999867","13.3904099999985","15","3495"
"10","42.35446099999864","13.386479999998484","16","3929"
"10","42.35446099999864","13.386479999998484","17","3929"
"10","42.35225099999863","13.384789999998473","18","4211"
"10","42.35225099999863","13.384789999998473","19","4211"
"10","42.35146099999863","13.385019999998475","20","4301"
"11","42.34447099999871","13.40110999999855","1","0"
"11","42.34605099999875","13.410799999998595","2","818"
"11","42.34605099999875","13.410799999998595","3","818"
"11","42.35148099999877","13.4119799999986","4","1428"
"11","42.35148099999877","13.4119799999986","5","1428"
"11","42.352280999998776","13.413539999998608","6","1585"
"11","42.352280999998776","13.413539999998608","7","1585"
"11","42.35163099999879","13.417779999998626","8","1941"
"11","42.35163099999879","13.417779999998626","9","1941"
"11","42.35303099999879","13.418199999998631","10","2101"
"11","42.35303099999879","13.418199999998631","11","2101"
"11","42.35506099999878","13.415759999998619","12","2403"
"11","42.35506099999878","13.415759999998619","13","2403"
"11","42.35692099999878","13.41565999999862","14","2610"
"11","42.35692099999878","13.41565999999862","15","2610"
"11","42.35862099999877","13.41370999999861","16","2858"
"11","42.35862099999877","13.41370999999861","17","2858"
"11","42.35926099999877","13.412799999998606","18","2961"
"11","42.35926099999877","13.412799999998606","19","2961"
"11","42.36096099999876","13.413529999998607","20","3159"
"11","42.36096099999876","13.413529999998607","21","3159"
"11","42.36090099999876","13.411399999998599","22","3335"
"11","42.36090099999876","13.411399999998599","23","3335"
"11","42.36033099999874","13.408809999998587","24","3557"
"11","42.36033099999874","13.408809999998587","25","3557"
"11","42.361130999998736","13.407509999998583","26","3696"
"11","42.361130999998736","13.407509999998583","27","3696"
"11","42.36105099999875","13.406009999998576","28","3820"
"11","42.36105099999875","13.406009999998576","29","3820"
"11","42.36233099999872","13.40497999999857","30","3986"
"11","42.36233099999872","13.40497999999857","31","3986"
"11","42.36265099999871","13.400039999998548","32","4394"
"11","42.36265099999871","13.400039999998548","33","4394"
"11","42.36278099999868","13.39605999999853","34","4723"
"11","42.36278099999868","13.39605999999853","35","4723"
"11","42.364100999998655","13.392529999998512","36","5048"
"11","42.364100999998655","13.392529999998512","37","5048"
"11","42.363760999998654","13.390799999998505","38","5196"
"11","42.363760999998654","13.390799999998505","39","5196"
"11","42.36460099999863","13.385859999998477","40","5613"
"11","42.36460099999863","13.385859999998477","41","5613"
"11","42.36579099999862","13.382759999998461","42","5901"
"11","42.36579099999862","13.382759999998461","43","5901"
"11","42.3671709999986","13.380209999998451","44","6161"
"11","42.3671709999986","13.380209999998451","45","6161"
"11","42.36816099999859","13.376679999998434","46","6472"
"11","42.36816099999859","13.376679999998434","47","6472"
"11","42.368700999998566","13.372309999998413","48","6837"
"11","42.368700999998566","13.372309999998413","49","6837"
"11","42.36970099999855","13.369669999998395","50","7081"
"11","42.36970099999855","13.369669999998395","51","7081"
"11","42.370620999998536","13.366779999998382","52","7340"
"11","42.370620999998536","13.366779999998382","53","7340"
"11","42.371480999998525","13.363479999998365","54","7628"
"11","42.371480999998525","13.363479999998365","55","7628"
"11","42.3734109999985","13.359049999998344","56","8051"
