"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible"
"7","3","103","","4298","0","AQ008","161",""
"7","3","104","","4296","0","AQ074","164",""
"8","3","105","","4295","1","AQ063","142",""
"8","3","106","","4294","1","AQ065","72",""
"7","3","107","","4297","0","AQ072","161",""
"15","3","108","","4425","1","AQ088","29",""
"15","3","109","","4431","1","AQ011","29",""
"18","3","110","","4762","1","AQ092","154","1"
"15","3","111","","4411","0","AQ124","65","1"
"15","3","112","","4412","0","AQ126","163","1"
"15","3","113","","4407","0","AQ088","28","1"
"4","3","114","","4570","1","AQ010","57",""
"13","3","115","","4568","1","AQ104","192",""
"12","3","116","","4582","0","AQ099","201",""
"12","3","117","","4580","0","AQ089","147",""
"9","3","118","","4718","1","AQ022","49",""
"9","3","119","","4717","1","AQ041","2",""
"9","3","120","","4716","1","AQ121","2",""
"9","3","121","","4713","1","AQ104","2",""
"15","3","122","","4432","1","AQ095","67",""
"15","3","123","","4426","1","AQ124","29",""
"15","3","124","","4435","1","AQ127","145","1"
"15","3","125","","4433","1","AQ124","67",""
"19","3","126","","4792","1","AQ103","36",""
"19","3","127","","4793","1","AQ003","188",""
"19","3","128","","4790","1","AQ037","188",""
"21","3","129","","4188","0","AQ094","114",""
"9","3","130","","4702","0","AQ022","48",""
"18","3","131","","4751","0","AQ092","155","1"
"18","3","132","","4757","1","AQ109","178","1"
"19","3","133","","4791","1","AQ118","36",""
"19","3","134","","4796","1","AQ128","36",""
"19","3","135","","4795","1","AQ021","78",""
"19","3","136","","5111","1","AQ050","78",""
"23","3","137","","3938","0","AQ055","24",""
"9","3","138","","4708","1","AQ004","42",""
"9","3","139","","4703","1","AQ094","2",""
"9","3","140","","4705","1","AQ039","49",""
"9","3","141","","4706","1","AQ073","22",""
"9","3","142","","4710","1","AQ041","2",""
"9","3","143","","4711","1","AQ058","2",""
"9","3","144","","4709","1","AQ008","2",""
"9","3","145","","4693","0","AQ041","1",""
"9","3","146","","4688","0","AQ039","131",""
"9","3","147","","4689","0","AQ073","21",""
"9","3","148","","4691","0","AQ004","41",""
"9","3","149","","4690","0","AQ113","134",""
"9","3","150","","4692","0","AQ008","41",""
"23","3","151","","3939","0","AQ073","24",""
"23","3","152","","3940","0","AQ005","24",""
"24","3","153","","3913","1","AQ044","221",""
"7","3","154","","4358","1","AQ102","107",""
"7","3","155","","4357","1","AQ058","87",""
"9","3","156","","4712","1","AQ054","2",""
"15","3","157","","4439","1","AQ125","97",""
"15","3","158","","4410","0","AQ124","124",""
"15","3","159","","4956","0","AQ125","96","1"
"15","3","160","","4415","0","AQ121","207","1"
"6","3","161","","4327","1","AQ122","40",""
"6","3","162","","4325","1","AQ094","113",""
"20","3","163","","4719","0","AQ112","211",""
"20","3","164","","4721","0","AQ048","64",""
"20","3","165","","4724","0","AQ103","82",""
"20","3","166","","4722","0","AQ110","64",""
"20","3","167","","4725","0","AQ104","82",""
"15","3","168","","4436","1","AQ126","97",""
"4","3","169","","4512","1","AQ124","57",""
"15","3","170","","4955","0","AQ120","122","1"
"19","3","171","","4800","1","AQ058","85",""
"14","3","172","","4798","1","AQ073","18",""
"18","3","173","","4799","1","AQ038","109",""
"13","3","174","","4803","0","AQ999","229",""
"22","3","175","","4131","0","AQ020","17",""
"22","3","176","","4129","0","AQ061","17",""
"22","3","177","","4132","0","AQ049","45",""
"22","3","178","","4128","0","AQ070","17",""
"22","3","179","","4130","0","AQ082","20",""
"20","3","180","","4727","0","AQ121","64",""
"20","3","181","","4726","0","AQ077","32",""
"20","3","182","","4731","1","AQ112","193",""
"20","3","183","","4728","0","AQ062","64",""
"4","3","184","","4522","1","AQ090","57",""
"4","3","185","","4524","1","AQ121","57",""
"4","3","186","","4526","1","AQ017","57",""
